"yr","country","beds","physicians","population","health_spend","mortality"
2023,"Virgin Islands (U.S.)",0,0,104917,0,0
2024,"Virgin Islands (U.S.)",0,0,104377,0,0
2019,"West Bank and Gaza",0,0,4685306,0,97.988
2020,"West Bank and Gaza",0,0,4803269,0,105.665
2021,"West Bank and Gaza",0,0,4922749,0,115.073
2022,"West Bank and Gaza",0,0,5043612,0,115.453
2023,"West Bank and Gaza",0,0,5165775,0,0
2024,"West Bank and Gaza",0,0,5289152,0,0
2019,"World",0,0,7778303912,0,140.7210087381
2021,"World",0,0,7920861888,0,167.5767448148
2022,"World",0,0,7990399768,0,166.6058588448
2023,"World",0,0,8064976601,0,0
2024,"World",0,0,8142056446,0,0
2019,"Yemen, Rep.",0,0,35111408,0,215.5415
2020,"Yemen, Rep.",0,0,36134863,0,220.15
2021,"Yemen, Rep.",0,0,37140230,0,232.975
2022,"Yemen, Rep.",0,0,38222876,0,233.566
2023,"Yemen, Rep.",0,0,39390799,0,0
2024,"Yemen, Rep.",0,0,40583164,0,0
2023,"Zambia",0,0,20723965,0,0
2023,"Zimbabwe",0,0,16340822,0,0
